Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),ShareVolume
03-08-22,290,291,249.75,258.5,2225901
03-07-22,280,290,267,271,1401365
03-04-22,269,285,258.75,280.75,1826472
03-03-22,285,287,269.5,270.5,1414031
03-02-22,300,300,271,287.25,2099024
2/28/22,269.75,304.75,259,295.75,3792385
2/25/22,240,265,227,261.75,3789871
2/24/22,260,270,236,240.25,3081272
2/23/22,288,289,240,266,4489872
2/22/22,285,297,276.25,286.5,1815359
2/21/22,311.25,314.5,280,285.5,3466139
2/18/22,318,318.5,311,312,750433
2/17/22,325,325,315,319.25,691618
2/15/22,333,334.75,320,321,503455
2/14/22,335,344.75,327,332.5,1154863
02-11-22,325,335,319,334,1185683
02-10-22,310,324.75,305,318,1584652
02-09-22,324.75,325,304,309,2200143
02-08-22,334.75,334.75,310,317.75,2743740
02-07-22,350,354,330,335.75,1996669
02-03-22,314,348.75,309,345.25,4749805
02-02-22,345,345,304,314.5,6994082
02-01-22,355,355,340.5,345,3290896
1/31/22,369.75,373,352,355,2206333
1/28/22,370,384,341,366,5189923
1/27/22,364,383,340.5,359,5542882
1/26/22,380,384.5,375,377,2775204
1/25/22,396,396,379,382.25,3273962
1/24/22,401,405,390,395.75,2713540
1/21/22,385,397,380,391,1947542
1/20/22,387,389.25,385,386,569589
1/19/22,399.5,399.5,385,389.5,567903
1/18/22,390,401.25,387.5,394.5,1406065
1/13/22,378,387,371.75,384.75,1614288
01-12-22,382.5,385.5,377.5,378.75,1188900
01-11-22,384.75,389,377,381.75,1901809
01-10-22,399,399,385,387.25,1938394
01-07-22,400,402.5,392.75,394.25,1377965
01-06-22,400,405,396,398.5,985893
01-05-22,390,405,390,396.5,2727987
01-04-22,388,388.5,378,382.25,893353
01-03-22,377,393.5,377,386.75,1169222
12/31/21,374.75,379.25,370,375.25,1625470
12/30/21,372.75,375.5,369.75,370.75,2194945
12/29/21,374,379,372,373,780392
12/28/21,375,378,370.75,373.25,1002934
12/27/21,385,387.5,374.5,377.5,1058317
12/24/21,389.75,389.75,383.5,385.25,553648
12/23/21,378,390,376,385,1581348
12/22/21,381,381.5,376.5,377.5,884163
12/21/21,377,380,363,376.5,1533958
12/20/21,375,385.25,370.5,376,1422517
12/17/21,374,385,367.5,378.75,1964636
12/16/21,376,377.25,365,371.5,2972861
12/15/21,385,385,360,375.75,4103312
12/14/21,352,382,352,377,5043925
12/13/21,340.25,356.5,340.25,350.25,4552382
12-10-21,316,340,316,338.5,3854266
12-09-21,308,314.75,303.25,312.5,2454639
12-08-21,300.25,308,300.25,304,3561390
12-07-21,300,306,298,299.5,2772202
12-06-21,285,297.75,280.25,295,3379313
12-03-21,280,285,273,280.25,3615328
12-02-21,282,289,272,283.5,2924573
12-01-21,287,296,279,284.5,5786658
11/30/21,266,284.5,266,281.5,6779978
11/29/21,257,264.75,248,263.5,7226417
11/26/21,240,250,239.75,247.25,4648608
11/25/21,228,238,226.5,235.25,2619133
11/24/21,232,232,225,227.75,2470767
11/23/21,236,237,228.25,232.5,2223964
11/22/21,231,240,230,233,2749851
11/19/21,234.75,240,225,229.75,6614722
11/17/21,218,230,215.5,226.75,6970992
11/16/21,205,218,204,215,5714306
11/15/21,194.5,205,192.5,202.75,2130352
11-12-21,197.25,200,194,195.75,3988525
11-11-21,200.25,200.25,196.5,197.25,1538372
11-10-21,200,206,196.75,200.25,862714
11-09-21,209,209,199,199.75,2670444
11-08-21,199,208.75,193,207,5062954
11-05-21,203,204.75,197.25,198.25,4944274
11-03-21,210,210,202.5,203.25,5012258
11-02-21,210.5,211,204.75,207,5099883
11-01-21,218,220.75,208.25,210.75,4414739
10/29/21,220,222,210.75,216.25,5270976
10/28/21,220,220,214.5,216.25,4066900
10/27/21,223,224,217.5,219,4979216
10/26/21,227,229.5,220.25,223,3610101
10/25/21,217,227,217,224.75,10795031
10/22/21,203,209.75,203,209,3926167
10/21/21,200,202.75,198.25,201.5,2918020
10/18/21,197,199.75,196.25,197.25,1953806
10/15/21,194.5,198.5,194.5,195.75,1610829
10/14/21,190.5,194.5,189.75,193.25,1892501
10/13/21,190,191,187,188,2269160
10-12-21,192.25,194.5,189.25,191.5,1561895
10-11-21,191.5,193,189.75,190.25,1598530
10-08-21,193,194.75,189.25,192.75,942660
10-07-21,190,193.5,185.75,192,3177774
10-06-21,189,193.75,186.5,189.5,2333919
10-05-21,195.25,196,185.25,189.25,6730332
10-04-21,196,197,192.25,195.25,2926411
10-01-21,200,204,195,198.25,5301524
9/30/21,195,201.25,191.75,199.25,10590863
9/29/21,198,198,191.25,193.25,6085322
9/28/21,195,199,191.5,195,11296250
9/27/21,180,191.5,179,189.25,13535598
9/24/21,172.75,177.5,171.5,175.5,5057211
9/23/21,169,174.25,168.25,171.5,4486569
9/22/21,163.5,169,160,166.75,2469288
9/21/21,166,166,162,163.5,1804131
9/17/21,164.75,167.5,159.75,166,8000730
9/16/21,174.25,175,163.75,165.5,7830395
9/15/21,157.5,172.5,157,170.5,13128488
9/14/21,144,158.75,144,153,10323802
9/13/21,165,165,141,145.25,20060756
09-10-21,184.75,185,167,170.25,18686269
09-09-21,175,176.75,167.25,175,9811996
09-08-21,180.5,185,164,171,21125473
09-07-21,181.5,190,178,183.5,14908635
09-06-21,185,187.5,179,181,12572349
09-03-21,187.5,192.75,183.5,186.75,9258958
09-02-21,184,191,176,184.75,13177459
09-01-21,175,189.5,173,180.5,26000856
8/31/21,145,169.5,142,167.75,31114733
8/30/21,150,150.25,130.25,142.5,12641518
8/27/21,156.25,164.75,147,149.25,32855732
8/26/21,126.25,151,126.25,146.75,27262315
8/25/21,119,126.5,117.5,122.75,11942408
8/24/21,125,126.75,118,120,13044961
8/23/21,102.5,128,102.5,122.75,34306363
8/20/21,94.5,102,93.1,100.5,16444498
8/19/21,100,100,94.5,95.5,18339230
8/18/21,88.2,99.8,88.2,98.8,28038990
8/17/21,80,86.5,80,85.6,10354997
8/16/21,79,81,78,79.1,1514319
8/13/21,79.7,80.6,78.6,79.3,3465558
08-12-21,82.8,82.8,78.5,79.7,10474655
08-11-21,83.6,84.2,82.1,82.7,4392460
08-10-21,83.1,86.5,81.7,82.6,17304061
08-09-21,75.9,82.3,74.9,80.7,19034568
08-06-21,72.1,76.6,71.4,75.4,9454929
08-05-21,76.9,76.9,72.9,73.5,17320807
08-04-21,81,81.5,76.9,77.8,18272130
08-03-21,75,80,75,79.6,24306240
08-02-21,67.3,74.4,67.2,73.4,19051137
7/30/21,68.5,69,66.1,67,11783134
7/29/21,67.1,67.3,66.2,66.7,4408219
7/28/21,66,67,65.8,66.8,5062305
7/27/21,67.1,67.3,64.9,66,10411040
7/26/21,68,68.9,66.2,67.4,12972074
7/22/21,66,67.5,65.3,66.9,18723773
7/20/21,64,65.8,61.8,64.8,19331893
7/19/21,59,63.5,57.5,62.8,41479845
7/16/21,52.9,54.9,52.8,54.5,9368810
7/15/21,53.2,53.3,52.6,52.9,2141378
7/14/21,52.8,53,52.1,52.9,3528623
7/13/21,52.6,53.5,52.4,52.7,5823571
07-12-21,51.5,52.8,51.5,52.4,6870982
07-09-21,49.9,51.1,49.9,50.9,5441374
07-08-21,49.1,49.9,49.1,49.8,741951
07-07-21,48.5,49.4,48.5,49,866681
07-06-21,49.1,49.1,48.5,48.6,770594
07-05-21,49.5,49.5,49,49.2,649633
07-02-21,49.2,49.6,48.6,49.4,1069096
07-01-21,50,50,49,49.1,1865597
6/30/21,49.8,50.3,48.6,50.1,2754805
6/29/21,50.3,50.3,49,49.8,1484997
6/28/21,51,51,50.2,50.3,1375560
6/25/21,50.3,50.9,50.2,50.8,812948
6/23/21,49.8,50.3,48.7,50.1,2805132
6/22/21,51.7,51.7,49.5,50.1,4901209
6/21/21,51.7,51.8,50.5,50.6,2077660
6/18/21,52.4,52.8,51.3,51.7,4190235
6/17/21,51,52.4,51,52,12912760
6/16/21,48.3,50.7,48.2,50.4,13868515
6/15/21,47.2,48.3,47.1,48.1,4107447
6/14/21,47.6,47.9,46.9,47.5,449617
06-11-21,48,48,47,47.6,706599
06-10-21,47.5,48.6,47.5,48.2,1631244
06-09-21,47.5,48,47.4,47.6,790679
06-08-21,48.4,48.5,47.1,47.5,1891250
06-07-21,48,48.6,47.4,48.2,3543019
06-04-21,46.5,47.5,46.5,47.2,4958940
06-03-21,45.1,46.3,44.9,46,2096268
06-02-21,45.5,45.9,44.8,45,806637
06-01-21,45.9,46.5,44.9,45.2,1396671
5/31/21,46.8,47,45.1,45.8,1638492
5/28/21,46,46.8,45.4,46.5,1687833
5/25/21,45,46.1,44.8,45.9,1596816
5/24/21,44.5,44.8,43.8,44.4,1588673
5/21/21,46.2,46.2,43.9,44.9,2318543
5/20/21,46.8,46.9,45.1,45.6,515913
5/19/21,47,47.4,46,46.8,4957818
5/18/21,47.3,47.7,46.5,47,4528237
5/17/21,44.7,47.2,44.7,47,5316060
5/13/21,44,44.8,44,44.5,792785
05-12-21,44.5,45.2,44.1,44.2,1959186
05-11-21,44.2,45,44.1,44.2,911532
05-10-21,45.4,45.5,44.1,44.2,1670264
05-07-21,45.5,46,45.2,45.6,1173055
05-06-21,45.5,46.4,45,45.5,1732934
05-05-21,44.3,45.8,44.1,45.4,1190486
05-04-21,45,45.9,44,44.3,2453583
05-03-21,46.9,47.5,44.8,45.5,3706024
4/30/21,46,47.6,45.5,46.7,4400002
4/29/21,47.8,48.7,46,47.8,5026064
4/28/21,43.1,48.1,43.1,47.6,3129015
4/27/21,45.5,45.5,43.8,44,3328493
4/23/21,47,47.4,45.6,46,2835298
4/22/21,49.5,49.5,47.4,47.8,1962582
4/21/21,47,50,47,49.6,3115555
4/20/21,51.3,51.3,47,48.1,9769680
4/19/21,52.3,52.8,50.9,51.2,2520745
4/16/21,52.7,52.8,50,52.2,5765316
4/15/21,52.8,53.6,52.4,52.6,4446465
04-12-21,49.7,52.5,49.5,52.3,7195783
04-09-21,49.2,50.5,49,49.7,4877859
04-08-21,47.7,49.6,47,49.2,7375524
04-07-21,48,49,47,47.4,5540796
04-06-21,46,47.9,45.6,47.1,4302055
04-05-21,46,47.1,45.5,46.2,2953359
04-01-21,45.1,46.3,44.7,46,2702838
3/31/21,44.9,45.1,44,44.7,1835398
3/30/21,45.8,45.8,44.6,44.8,895934
3/29/21,45,46,44.2,45.3,2906345
3/26/21,45,45.4,43.1,44.7,831179
3/25/21,47,47,43.6,44.3,2892602
3/24/21,42.6,46.3,42.1,46,4490407
3/23/21,43.2,44,42,43.5,970463
3/22/21,42.5,43.6,42,43.3,1568943
3/19/21,42.1,43.3,40.9,41.7,3566424
3/18/21,45,45,42,42.7,2630346
3/17/21,46.3,46.3,44.4,44.7,3390050
3/16/21,46.5,46.8,44.5,46,3583041
3/15/21,48,48.5,46.3,46.6,1594060
03-12-21,47.5,48.5,46.3,47.6,3128515
03-10-21,46.8,47.5,45.5,46.1,1051151
03-09-21,49.5,49.9,46.1,46.5,7036883
03-08-21,45.1,49,44.5,48.4,8458249
03-05-21,44.3,45,41,44.3,4282193
03-04-21,45.5,46.7,42.8,43.1,6558051
03-03-21,46,46.4,42.8,44.7,4445202
03-02-21,47.3,47.5,45.3,46,3133476
03-01-21,48,48.6,46.5,47.1,6740893
2/25/21,41.7,47.9,41,46.5,9988516
2/24/21,41,43,39.9,41,7815700
2/23/21,44.1,44.5,39.9,40.5,8810606
2/22/21,45,47,44,44.3,4889223
2/19/21,48.5,48.9,46.8,47.1,1284428
2/18/21,49,49.5,47,47.9,2959596
2/17/21,46,48,42.5,47,4054743
2/16/21,50,50,45,45.7,6515464
2/15/21,52.9,53,49,49.4,8010328
02-12-21,50,52.3,49,51.8,9852563
02-11-21,48.8,50,38.4,47.2,12519238
02-10-21,51.7,52.5,48.6,49.2,6750149
02-09-21,53.5,53.5,50.5,51.7,7355287
02-08-21,55.1,56.4,52.2,53.5,8117910
02-05-21,52,54.5,51.1,54.3,16338149
02-03-21,49,51.5,46,49.9,12140181
02-02-21,51.3,53,43,46.3,9924709
02-01-21,53,54.6,50.9,51.3,9893475
1/29/21,56.5,57.1,42,50.5,18776592
1/27/21,60.9,60.9,54.5,55.9,30468900
1/26/21,64,64.6,60.1,61,22651088
1/25/21,57.5,62.8,57.5,61.9,30236711
1/22/21,51.8,56.4,51.4,55.1,20554439
1/21/21,51,51.9,49,50.7,7203378
1/20/21,50,53,50,51.3,12982354
1/19/21,54,54.5,48.9,50,19353378
1/18/21,55.1,58.9,52.8,53.8,29144910
1/15/21,48,54,48,53.4,38061882
1/13/21,44,48,44,47,33928291
01-12-21,39.9,42.9,38.9,41.3,26364564
01-11-21,35.3,39.9,35.3,38.6,39061510
01-08-21,32.1,34.9,31.5,34.3,27542375
01-07-21,31.4,31.6,30.4,31,12605970
01-06-21,32,32.4,31.1,31.5,11900352
01-05-21,31.9,32.6,31.8,32,19748621
01-04-21,29.3,31.5,29.2,30.9,19074973
12/31/20,28.7,29.3,28.7,29,8926217
12/30/20,27.7,28.6,27.7,28.5,12476195
12/28/20,27.3,27.4,27,27.3,2992689
12/24/20,27.2,27.4,27,27.2,1452963
12/23/20,27.4,27.5,26.9,27,3532439
12/22/20,27.6,28,27,27.5,13351324
12/21/20,25.9,27.3,25.9,27,20543468
12/18/20,25,25.8,25,25.6,3145519
12/17/20,25.2,25.5,24.9,25.1,4732690
12/16/20,25.3,25.5,25,25.1,6106428
12/15/20,25.6,25.7,25.1,25.4,2078069
12/14/20,26,26,25.4,25.5,2830039
12-11-20,26.5,26.5,25,26,1830904
12-10-20,25,26.5,25,26.2,8635422
12-09-20,25.5,25.7,24.9,25,6979716
12-08-20,25,26,24.8,25.4,5660803
12-07-20,26,26,24.9,25.2,7909767
12-04-20,26.2,26.3,25.5,25.7,5326298
12-03-20,26.5,26.5,26.1,26.2,5222685
12-02-20,26.9,27,26.2,26.4,6648592
12-01-20,27.3,27.6,26.7,26.8,5034387
11/30/20,27,27.6,26.5,27.1,12099235
11/27/20,25,26.7,24.5,26.1,15473208
11/26/20,25.5,25.6,24.9,25.2,6934437
11/25/20,25.6,25.7,24.8,25.4,6627839
11/24/20,26.4,26.5,25.4,25.6,6571186
11/23/20,26.5,26.8,26.4,26.5,4082458
11/20/20,26.3,26.7,25.9,26.4,5852748
11/19/20,27,27,26,26.1,11810146
11/18/20,27.9,28.3,26.3,26.9,20208237
11/17/20,26.5,27.7,26.1,27.5,17669502
11/16/20,25.9,26.4,25.3,26,6175971
11/13/20,25.8,26.1,25,25.7,8349849
11-12-20,25.5,26.3,24.8,25.7,11045612
11-11-20,25.3,26.4,23.8,25.5,25444295
11-10-20,28.5,28.9,25.5,26,37564418
11-09-20,29.5,30,27.4,28.2,57151708
11-06-20,25.2,25.4,24.5,24.7,23767558
11-05-20,24.5,25.1,24.1,24.9,22673436
11-04-20,23.5,24.4,23.1,24,38369729
11-03-20,19.5,23,19.5,22.3,41775269
11-02-20,18,19.2,17.9,18.9,15365236
10/29/20,17.2,18.4,17.1,18.1,9083852
10/28/20,17.6,18,16.7,17,7459688
10/27/20,17.2,17.9,17.2,17.7,7808437
10/26/20,16.9,17.8,16.5,17.3,9476719
10/23/20,18.5,18.9,17.7,17.8,17850703
10/22/20,16.7,18.1,16.6,18,25345629
10/21/20,19,19,16.7,17.2,27355470
10/20/20,19.5,19.5,18.8,19.2,9950092
10/19/20,19.5,19.6,19.1,19.3,22905492
10/16/20,18.3,19,18,18.7,30258485
10/15/20,16.6,18.2,16.2,17.9,36330942
10/14/20,17.6,17.7,16.2,16.6,25796484
10/13/20,17.5,18.4,16.7,17.4,48979231
10-12-20,15,17.2,15,16.7,52445640
10-09-20,13.8,15.1,13.8,14.6,57435555
10-08-20,12.4,13.4,12.4,13.3,41850958
10-07-20,11.7,12.6,11.6,12.1,19808167
10-06-20,11.5,12.9,11,12,40921737
10-05-20,12.5,13,11.5,11.9,53301175
10-02-20,11.8,13.9,11.8,13.5,45987618
9/30/20,10.8,11.6,10.8,11.5,28716234
9/29/20,10.9,11,10.6,10.9,14838774
9/28/20,11.1,11.3,10.8,11,19921357
9/25/20,10.8,11.4,10.7,11.2,22095494
9/24/20,9.8,10.7,9.8,10.6,38939760
9/23/20,9.7,9.9,9.5,9.7,4644461
9/22/20,9.9,9.9,9.4,9.6,11763987
9/21/20,10,10.2,9.5,9.8,13271657
9/18/20,9,10.1,9,9.8,34092049
9/17/20,8.8,9.2,8.5,8.9,14783088
9/16/20,10,10.3,8.6,9,49060612
9/15/20,8.1,10,8,9.3,45224875
9/14/20,7,8,7,7.6,17860134
09-11-20,6.9,7,6.8,6.9,3781919
09-10-20,7,7.3,6.8,7,21886003
09-09-20,6.3,7,6.3,6.9,21285864
09-08-20,6.3,6.4,6.2,6.3,9688662
09-07-20,6.3,6.4,6.1,6.2,10547955
09-04-20,6,6.3,5.8,6.1,11005711
09-03-20,5.6,6,5.6,5.9,19446641
09-02-20,5.2,5.7,5.2,5.5,8082986
8/31/20,5.2,5.3,5.2,5.2,598186
8/28/20,5.2,5.3,5.1,5.3,4527591
8/27/20,5.2,5.2,5,5.2,2572329
8/26/20,5,5.2,4.9,5.1,7770611
8/25/20,5,5.1,5,5,2857471
8/24/20,5.2,5.2,5,5.1,3415579
8/21/20,5.3,5.3,5.1,5.2,2510315
8/20/20,5.4,5.4,5.1,5.3,13266218
8/19/20,5.1,5.5,5.1,5.4,18778788
8/18/20,4.5,5.1,4.5,5,20014699
8/17/20,4.5,4.6,4.4,4.5,5318972
8/14/20,4.3,4.5,4.3,4.5,33433338
8/13/20,3.9,4,3.9,4,9184468
08-12-20,3.9,4,3.9,3.9,1832061
08-11-20,3.9,4,3.8,3.9,2093634
08-10-20,4,4,3.8,3.9,2450549
08-07-20,4,4.1,3.9,4,9059835
08-06-20,3.9,4,3.8,3.9,1084608
08-05-20,3.9,4,3.8,3.8,903501
08-04-20,3.8,4,3.8,3.9,2188693
7/31/20,3.7,3.9,3.6,3.8,6350876
7/30/20,3.6,3.7,3.6,3.7,417993
7/29/20,3.8,3.8,3.6,3.7,3719893
7/28/20,3.7,3.8,3.6,3.7,3099898
7/27/20,3.7,3.7,3.6,3.7,1027330
7/24/20,3.7,3.7,3.6,3.6,1606288
7/23/20,3.5,3.7,3.5,3.6,1238544
7/22/20,3.6,3.7,3.5,3.6,3519079
7/21/20,3.6,3.7,3.5,3.6,1934171
7/20/20,3.3,3.6,3.2,3.5,5411440
7/17/20,3.1,3.3,3.1,3.2,1726490
7/16/20,3,3.2,3,3.1,1387987
7/15/20,3,3.1,2.9,3,1317384
7/14/20,2.9,3.1,2.9,3,3415498
7/13/20,3,3.1,2.9,2.9,5488429
07-10-20,3.2,3.2,3.1,3.1,6878117
07-09-20,3.2,3.4,3.2,3.3,1791475
07-08-20,3.2,3.3,3.1,3.2,516768
07-07-20,3.3,3.3,3.2,3.2,626636
07-06-20,3.2,3.3,3.1,3.2,1334882
07-03-20,3.3,3.4,3.2,3.2,906355
07-02-20,3.4,3.4,3.3,3.3,3096356
07-01-20,3.3,3.4,3.2,3.3,1538720
6/30/20,3.3,3.3,3.2,3.2,533691
6/29/20,3.3,3.4,3.2,3.3,3270223
6/26/20,3.1,3.4,3.1,3.3,6909536
6/25/20,3.1,3.2,3,3.1,12625204
6/24/20,3,3.1,3,3.1,1200180
6/23/20,3.1,3.1,2.9,3,3748592
6/22/20,3,3.1,2.9,3,1281418
6/19/20,2.9,3,2.9,3,2301988
6/18/20,3,3,2.9,2.9,310503
6/17/20,2.9,3,2.9,3,569241
6/16/20,2.9,3,2.9,2.9,551662
6/15/20,2.9,3,2.9,2.9,6006058
06-12-20,3,3,2.8,2.9,4112021
06-11-20,3.1,3.1,2.9,2.9,10293754
06-10-20,3.1,3.2,3,3.1,2447518
06-09-20,3,3.2,2.9,3.1,25971261
06-08-20,2.7,3,2.7,2.9,19308360
06-04-20,2.7,2.7,2.6,2.7,1705703
06-03-20,2.6,2.7,2.6,2.6,7683167
06-02-20,2.6,2.7,2.5,2.6,170381019
06-01-20,2.7,2.7,2.5,2.5,11425436
5/29/20,2.7,2.7,2.6,2.6,7965356
5/28/20,2.5,2.8,2.4,2.6,77605324
5/27/20,2.5,2.5,2.4,2.5,1138746
5/26/20,2.6,2.6,2.4,2.5,894589
5/22/20,2.7,2.7,2.5,2.5,3845101
5/21/20,2.5,2.7,2.4,2.6,5775607
5/20/20,2.6,2.6,2.4,2.4,1671059
5/19/20,2.6,2.6,2.4,2.5,17497074
5/18/20,2.5,2.6,2.4,2.5,2955279
5/15/20,2.6,2.6,2.4,2.4,1770395
5/14/20,2.1,2.5,2.1,2.4,2236001
5/13/20,1.9,2.2,1.8,2.1,4786778
05-12-20,1.9,1.9,1.7,1.8,4013912
05-11-20,2,2,2,2,83258
3/20/20,2.3,2.3,1.8,2,3097511
